Constraints
Number	Max time (Ma)	Min time (Ma)	Max temperature (C)	Min temperature (C)	Max good time (Ma)	Min good time (Ma)	Mean good time (Ma)	SD good time (Ma)	Max good temp (C)	Min good temp (C)	Mean good temp (C)	SD good temp (C)	Max acc time (Ma)	Min acc time (Ma)	Mean acc time (Ma)	SD acc time (Ma)	Max acc temp (C)	Min acc temp (C)	Mean acc temp (C)	SD acc temp (C)
1	280.1	255.1	600	590	279.859529354687	262.99627201231	273.553760199092	4.99709834946352	599.78847813	590.03873389	594.7206696526	3.12032775933418	280.044505070011	256.242026089143	273.514023420383	5.39181311261717	599.96144305	590.0158341	594.952565701221	2.91682017494704
2	280	255	600	20	279.747496775	255.293429125	267.2298263845	6.72930343399985	584.33464196	35.57748978	296.9879389368	160.285350758898	279.887084525	255.074592225	267.308098508412	7.17713177649114	595.80784004	24.73013548	297.81428600218	162.872900765898
3	255	100	600	0	253.37879269	101.73969675	184.5859181891	40.2403980833851	581.0662056	12.2430642	150.556628064	121.101557645254	254.67239107	102.062312355	183.992912193957	45.0830301243604	585.3096	3.2711832	168.570428940284	135.049242413799
4	100	0.01	600	0	91.87788179305	8.17440887746	46.5179767451992	23.601910795627	187.264014	58.9591716	117.293400204	36.6311338764971	99.63197090659	2.68853501971	46.8197137386812	25.4023526161868	193.5952866	5.980155	114.960409609479	37.3833473241598
5	0	0	2	2	0	0	0	0	2	2	2	0	0	0	0	0	2	2	2	0
Inversion completed
Envelopes
Good Time (Ma)	278.75	277.5	276.25	275	273.75	272.5	271.25	270	268.75	267.5	266.25	265	263.75	262.5	261.25	260	258.75	257.5	256.25	255	253.603603603604	252.207207207207	250.810810810811	249.414414414414	248.018018018018	246.621621621622	245.225225225225	243.828828828829	242.432432432432	241.036036036036	239.63963963964	238.243243243243	236.846846846847	235.45045045045	234.054054054054	232.657657657658	231.261261261261	229.864864864865	228.468468468468	227.072072072072	225.675675675676	224.279279279279	222.882882882883	221.486486486486	220.09009009009	218.693693693694	217.297297297297	215.900900900901	214.504504504504	213.108108108108	211.711711711712	210.315315315315	208.918918918919	207.522522522522	206.126126126126	204.72972972973	203.333333333333	201.936936936937	200.54054054054	199.144144144144	197.747747747748	196.351351351351	194.954954954955	193.558558558559	192.162162162162	190.765765765766	189.369369369369	187.972972972973	186.576576576577	185.18018018018	183.783783783784	182.387387387387	180.990990990991	179.594594594595	178.198198198198	176.801801801802	175.405405405405	174.009009009009	172.612612612613	171.216216216216	169.81981981982	168.423423423423	167.027027027027	165.630630630631	164.234234234234	162.837837837838	161.441441441441	160.045045045045	158.648648648649	157.252252252252	155.855855855856	154.459459459459	153.063063063063	151.666666666667	150.27027027027	148.873873873874	147.477477477477	146.081081081081	144.684684684685	143.288288288288	141.891891891892	140.495495495495	139.099099099099	137.702702702703	136.306306306306	134.90990990991	133.513513513513	132.117117117117	130.720720720721	129.324324324324	127.927927927928	126.531531531531	125.135135135135	123.738738738739	122.342342342342	120.945945945946	119.549549549549	118.153153153153	116.756756756757	115.36036036036	113.963963963964	112.567567567567	111.171171171171	109.774774774775	108.378378378378	106.981981981982	105.585585585585	104.189189189189	102.792792792793	101.396396396396	99.9999999999999	98.611111111111	97.2222222222221	95.8333333333332	94.4444444444443	93.0555555555554	91.6666666666665	90.2777777777777	88.8888888888888	87.4999999999999	86.111111111111	84.7222222222221	83.3333333333332	81.9444444444443	80.5555555555555	79.1666666666666	77.7777777777777	76.3888888888888	74.9999999999999	73.611111111111	72.2222222222221	70.8333333333333	69.4444444444444	68.0555555555555	66.6666666666666	65.2777777777777	63.8888888888888	62.4999999999999	61.1111111111111	59.7222222222222	58.3333333333333	56.9444444444444	55.5555555555555	54.1666666666666	52.7777777777777	51.3888888888889	50	48.6111111111111	47.2222222222222	45.8333333333333	44.4444444444444	43.0555555555555	41.6666666666667	40.2777777777778	38.8888888888889	37.5	36.1111111111111	34.7222222222222	33.3333333333333	31.9444444444445	30.5555555555556	29.1666666666667	27.7777777777778	26.3888888888889	25	23.6111111111111	22.2222222222222	20.8333333333333	19.4444444444444	18.0555555555556	16.6666666666667	15.2777777777778	13.8888888888889	12.5	11.1111111111111	9.72222222222222	8.33333333333333	6.94444444444444	5.55555555555556	4.16666666666667	2.77777777777778	1.38888888888889	0
Good Hi Temp (C)	596.002128291759	593.272179984199	587.077300783814	599.57640152479	599.375225505832	598.467296189181	597.559366872529	592.953037078304	592.597346810785	592.241656543265	591.885966275746	591.530276008227	591.174585740707	590.818895473188	588.457784966942	585.255069480573	582.052353994205	578.849638507836	576.415101402508	569.507789477439	569.50497293639	569.502156395342	567.711568574024	564.101782961272	560.49199734852	558.895120796472	558.72139788627	558.547674976067	558.373952065865	558.200229155663	558.026506245461	557.852783335258	557.679060425056	557.505337514854	557.331614604652	557.157891694449	556.984168784247	556.810445874045	556.636722963843	556.46300005364	556.289277143438	556.115554233236	555.941831323034	555.768108412832	555.594385502629	555.420662592427	555.246939682225	555.073216772023	554.89949386182	554.725770951618	554.552048041416	554.378325131214	543.726211868658	530.879526438963	518.032841009268	505.186155579573	499.202223107669	501.549624589232	503.897026070795	506.244427552358	508.591829033921	510.939230515484	516.709133068079	528.591381082062	540.473629096045	552.355877110029	564.238125124012	571.729352912186	573.124326903434	574.519300894682	575.91427488593	577.309248877179	578.704222868427	580.099196859675	564.030312504504	508.500972833484	452.971633162464	397.442293491444	341.912953820424	302.529799692072	313.397513296368	324.265226900664	335.13294050496	325.799022362085	305.468402338235	285.137782314385	264.807162290535	244.476542266685	224.145922242835	203.815302218985	180.498783981844	161.663305902055	159.550939400426	157.438572898797	156.212350799814	156.084377647914	155.956404496014	155.828431344114	155.700458192214	155.572485040314	155.444511888415	155.316538736515	155.168822268685	154.998794386486	154.828766504288	154.658738622089	154.48871073989	154.318682857692	154.148654975493	153.978627093295	153.808599211096	153.638571328897	153.468543446699	153.2985155645	153.128487682301	152.958459800103	152.788431917904	152.618404035706	152.448376153507	152.278348271308	152.287230410998	152.485918017342	152.684605623686	152.883293230031	153.081980836375	153.280668442719	153.479356049063	153.678043655407	153.876731261751	154.075418868095	154.274106474439	154.471725867846	154.669345261253	154.86696465466	155.064584048066	155.262203441473	155.45982283488	155.657442228287	157.712424885906	161.795463768418	163.054632619567	164.313801470715	165.572970321864	166.832139173013	167.993828038679	167.007066174808	166.020304310938	165.033542447067	164.046780583196	163.060018719325	162.073256855455	161.086494991584	160.099733127713	159.112971263842	158.770207044654	160.468912858644	160.707830500017	167.989755836768	166.578252742336	163.826415819787	163.136493925137	170.138278314625	163.868443999012	164.72987470332	165.591305407628	163.097480994072	163.097006913741	163.335924555114	163.574842196486	163.813759837859	164.052677479231	164.291595120604	164.530512761976	164.769430403349	165.008348044721	165.247265686094	165.486183327466	173.531093452471	186.861562058178	173.204652064224	166.441853892956	163.802372477819	151.926752537426	140.051132597034	129.61436257114	118.355463335271	107.096564099402	99.6301020418889	88.2844627376921	86.9450245953146	88.8470369403966	84.2938687732894	70.5802781486125	66.4954604109852	66.3293652975685	62.637300223643	62.2119496156548	52.9889026165666	44.2244449191786	39.6451682664919	27.4015356551812	15.0135098081444	2
Good Lo Temp (C)	101.854120247378	37.4457547044065	38.0804545172384	38.7151543300703	39.3498541429022	39.9845539557341	40.619253768566	41.2539535813979	41.8886533942298	42.5233532070617	43.1580530198936	43.7927528327255	44.4274526455575	45.0621524583894	45.6968522712213	36.3979838730127	37.5543411837264	38.71069849444	38.7935224896422	33.9436922236233	28.5258638183409	27.6748591172777	27.7001641898425	27.7254692624074	27.7507743349722	27.776079407537	27.8013844801019	27.8266895526667	27.8519946252316	27.8772996977964	27.9026047703613	27.9279098429261	27.953214915491	27.9785199880558	28.0038250606206	28.0291301331855	28.0544352057503	28.0797402783152	28.10504535088	28.1303504234449	28.1556554960097	28.1809605685746	28.2062656411394	28.2315707137043	28.2568757862691	28.2821808588339	28.3074859313988	28.3327910039636	28.3580960765285	28.3834011490933	28.4087062216582	28.434011294223	28.4593163667879	28.4846214393527	28.5099265119176	28.5352315844824	28.5605366570472	28.5858417296121	28.6111468021769	28.6364518747418	28.6617569473066	28.6870620198715	28.7123670924363	28.7376721650012	28.762977237566	28.7882823101309	28.8135873826957	28.8388924552605	28.8641975278254	28.8895026003902	28.9148076729551	28.9401127455199	28.9654178180848	28.9907228906496	29.0160279632145	29.0413330357793	29.0666381083442	29.091943180909	29.1172482534738	29.1425533260387	29.1678583986035	29.1931634711684	29.2184685437332	29.2437736162981	29.2690786888629	29.2943837614278	29.3196888339926	29.3449939065574	29.3702989791223	29.3956040516871	29.420909124252	29.4462141968168	29.4715192693817	29.4968243419465	29.5221294145114	29.5474344870762	29.5727395596411	29.5980446322059	29.6233497047707	29.6486547773356	29.6739598499004	29.6992649224653	29.7245699950301	29.749875067595	29.7751801401598	28.8541980175569	24.2857819260879	19.717365834619	19.7713558844708	20.838143614155	21.9049313438392	22.9717190735235	24.0385068032077	25.1052945328919	26.1720822625761	27.2388699922603	28.3056577219445	29.3724454516287	30.1294511560677	30.1547562286325	30.1800613011973	30.2053663737622	30.230671446327	30.2559765188919	25.5150299742837	20.4798482110624	15.4446664478412	12.6858969580097	13.9019573516738	15.1180177453379	16.334078139002	17.5436005735603	18.7531230081187	19.962645442677	21.1721678772354	25.2922102966647	30.5841261695715	30.6092951933591	30.6344642171467	30.6596332409343	30.6848022647219	30.7099712885096	30.7351403122972	30.7603093360848	38.2600950573437	51.406714159861	52.0251590534775	52.643603947094	54.2052815242017	59.1146341344318	62.0987105866142	62.2670518220222	62.4353930574302	62.6037342928382	62.7720755282462	62.9404167636542	63.1087579990621	63.2770992344701	63.4454404698781	63.6137817052861	63.7821229406941	63.9504641761021	64.1188054115101	64.287146646918	64.455487882326	64.623829117734	64.792170353142	64.96051158855	65.128852823958	65.297194059366	65.465535294774	65.633876530182	65.8022177655899	65.9705590009979	66.1389002364059	66.3072414718139	67.0739557354771	66.2952553462485	65.2269182692569	64.2290177870453	63.2311173048337	62.233216822622	61.2353163404104	60.0326944067597	58.204948247955	55.8317300922112	53.4585119364674	51.0852937807236	48.7120756249797	36.635552124689	24.9107778622711	18.2315380829699	16.6233872913102	15.0152364996505	12.2412627596638	5.11104575241017	4.666610644923	4.22217553743584	2.35898570790341	2.16713272103465	2.1114218140231	2.05571090701155	2
Acc Time (Ma)	280.042279816511	280.04005456301	280.03782930951	280.035604056009	280.033378802509	280.031153549008	280.028928295507	280.026703042007	280.024477788506	280.022252535006	280.020027281505	280.017802028005	280.015576774504	280.013351521003	280.011126267503	280.008901014002	280.006675760502	280.004450507001	280.002225253501	280	278.75	277.5	276.25	275	273.75	272.5	271.25	270	268.75	267.5	266.25	265	263.75	262.5	261.25	260	258.75	257.5	256.25	255	253.603603603604	252.207207207207	250.810810810811	249.414414414414	248.018018018018	246.621621621622	245.225225225225	243.828828828829	242.432432432432	241.036036036036	239.63963963964	238.243243243243	236.846846846847	235.45045045045	234.054054054054	232.657657657658	231.261261261261	229.864864864865	228.468468468468	227.072072072072	225.675675675676	224.279279279279	222.882882882883	221.486486486486	220.09009009009	218.693693693694	217.297297297297	215.900900900901	214.504504504504	213.108108108108	211.711711711712	210.315315315315	208.918918918919	207.522522522522	206.126126126126	204.72972972973	203.333333333333	201.936936936937	200.54054054054	199.144144144144	197.747747747748	196.351351351351	194.954954954955	193.558558558559	192.162162162162	190.765765765766	189.369369369369	187.972972972973	186.576576576577	185.18018018018	183.783783783784	182.387387387387	180.990990990991	179.594594594595	178.198198198198	176.801801801802	175.405405405405	174.009009009009	172.612612612613	171.216216216216	169.81981981982	168.423423423423	167.027027027027	165.630630630631	164.234234234234	162.837837837838	161.441441441441	160.045045045045	158.648648648649	157.252252252252	155.855855855856	154.459459459459	153.063063063063	151.666666666667	150.27027027027	148.873873873874	147.477477477477	146.081081081081	144.684684684685	143.288288288288	141.891891891892	140.495495495495	139.099099099099	137.702702702703	136.306306306306	134.90990990991	133.513513513513	132.117117117117	130.720720720721	129.324324324324	127.927927927928	126.531531531531	125.135135135135	123.738738738739	122.342342342342	120.945945945946	119.549549549549	118.153153153153	116.756756756757	115.36036036036	113.963963963964	112.567567567567	111.171171171171	109.774774774775	108.378378378378	106.981981981982	105.585585585585	104.189189189189	102.792792792793	101.396396396396	99.9999999999999	98.611111111111	97.2222222222221	95.8333333333332	94.4444444444443	93.0555555555554	91.6666666666665	90.2777777777777	88.8888888888888	87.4999999999999	86.111111111111	84.7222222222221	83.3333333333332	81.9444444444443	80.5555555555555	79.1666666666666	77.7777777777777	76.3888888888888	74.9999999999999	73.611111111111	72.2222222222221	70.8333333333333	69.4444444444444	68.0555555555555	66.6666666666666	65.2777777777777	63.8888888888888	62.4999999999999	61.1111111111111	59.7222222222222	58.3333333333333	56.9444444444444	55.5555555555555	54.1666666666666	52.7777777777777	51.3888888888889	50	48.6111111111111	47.2222222222222	45.8333333333333	44.4444444444444	43.0555555555555	41.6666666666667	40.2777777777778	38.8888888888889	37.5	36.1111111111111	34.7222222222222	33.3333333333333	31.9444444444445	30.5555555555556	29.1666666666667	27.7777777777778	26.3888888888889	25	23.6111111111111	22.2222222222222	20.8333333333333	19.4444444444444	18.0555555555556	16.6666666666667	15.2777777777778	13.8888888888889	12.5	11.1111111111111	9.72222222222222	8.33333333333333	6.94444444444444	5.55555555555556	4.16666666666667	2.77777777777778	1.38888888888889	0
Acc Hi Temp (C)	596.927193731799	596.667827683584	596.408461635369	596.149095587155	595.88972953894	595.630363490726	595.370997442511	595.111631394296	594.852265346082	594.592899297867	594.333533249653	594.074167201438	593.814801153223	593.555435105009	593.296069056794	593.03670300858	592.777336960365	592.51797091215	592.258604863936	591.999238815721	596.540167173475	595.933337316117	596.890739703024	599.57640152479	599.375225505832	598.627324339271	599.536804792651	599.380907059341	599.225009326031	599.109477560594	599.087760832004	599.066044103413	599.044327374823	599.022610646232	598.077782995795	597.474436311668	599.707900436086	599.361030701977	595.854500372838	581.467327199859	578.251445354882	577.094742785973	575.938040217063	574.781337648154	573.624635079245	572.467932510335	571.311229941426	570.154527372517	568.997824803608	567.841122234698	566.999579915524	566.176265451006	565.352950986488	564.529636521969	563.706322057451	562.883007592932	562.059693128414	561.236378663895	560.413064199377	559.589749734859	558.76643527034	557.943120805822	557.119806341303	556.296491876785	555.594385502629	555.420662592427	555.246939682225	555.073216772023	554.89949386182	554.725770951618	554.552048041416	554.378325131214	548.886661696119	548.063347231601	547.240032767082	546.416718302564	545.593403838045	544.770089373527	543.946774909009	542.96324329607	565.068307423179	571.386640865658	542.573038287482	542.609717083843	542.646395880205	552.355877110029	564.238125124012	571.729352912186	573.124326903434	574.519300894682	575.91427488593	577.309248877179	578.704222868427	580.099196859675	564.030312504504	543.049862640185	543.086541436546	544.669772545644	555.927700879817	567.185629213991	574.473213568786	573.168358370742	571.863503172698	570.558647974653	569.253792776609	567.948937578564	566.644082380519	562.45779631516	557.347310099661	552.236823884162	547.126337668662	542.015851453163	536.905365237664	531.794879022165	526.684392806665	521.573906591166	516.463420375667	511.352934160167	506.242447944668	501.131961729169	496.02147551367	490.91098929817	485.800503082671	480.690016867172	475.579530651673	470.469044436173	465.358558220674	460.248072005175	455.137585789676	450.027099574176	444.916613358677	439.806127143178	434.695640927679	429.585154712179	424.47466849668	419.364182281181	414.253696065682	356.584197573035	291.628230745745	250.03252760956	246.199367432449	240.33571662011	233.935386655942	227.535056691775	221.134726727608	214.734396763441	208.334066799273	201.933736835106	195.533406870939	189.133076906772	184.45368065332	184.912372575976	183.133446308672	180.173752758566	177.043487130553	175.319341725032	179.862926023529	184.451090238537	182.633132348646	180.815174458755	178.997216568864	177.179258678974	175.361300789083	173.543342899192	171.725385009301	169.90742711941	168.87036789803	169.594797070528	170.319226243026	171.582308198957	172.751002573179	170.488140436193	171.581991998447	172.675843560701	183.947155386456	181.973739552261	180.000323718065	181.231017760017	178.145101371973	190.871994612414	180.092618632007	179.408121729229	178.723624826452	178.039127923674	177.354631020896	173.234039960205	169.158355127142	168.599963826195	190.429788503265	186.246531558821	182.063274614376	177.880017669932	173.696760725488	174.677526284613	180.434815323458	182.902121347262	179.729010513928	176.555899680595	186.861562058178	173.204652064224	167.766818269782	170.518276284731	173.269734299679	175.696301370296	170.574689563057	171.361473143904	163.072802976733	149.742947536143	137.236619008579	126.853390479191	115.232197538968	103.611004598746	91.9898116585239	84.7543755429745	84.9824600365374	84.0527119003857	71.7468463429851	67.4834053210037	54.4260725570177	41.3042859486468	29.3796472777778	15.8612881333313	2
Acc Lo Temp (C)	596.927193731799	596.667827683584	596.408461635369	596.149095587155	595.88972953894	595.630363490726	592.413416568888	592.234350533877	592.055284498865	591.876218463854	591.697152428842	591.518086393831	591.33902035882	591.159954323808	590.980888288797	590.801822253785	590.622756218774	590.443690183763	590.264624148751	590.08555811374	78.9562693213237	37.4457547044065	38.0804545172384	25.4624454244097	26.4816789394948	27.50091245458	27.5106509587724	27.6267161232621	27.7427812877517	27.8588464522413	27.9749116167309	28.0909767812206	28.2070419457102	28.3231071101998	28.4391722746894	28.5552374391791	28.6713026036687	22.3504224012869	15.5354340253793	13.7620169104653	10.9702698529009	7.16062827326295	7.48893986460258	7.81725145594221	8.14556304728184	8.47387463862147	8.8021862299611	8.62743556470136	7.98561289648087	7.34379022826037	10.1154325953196	10.4437441866592	10.7720557779989	11.1003673693385	11.4286789606781	11.7569905520178	12.0853021433574	12.413613734697	12.7419253260367	13.0702369173763	13.3985485087159	13.7268601000555	14.0551716913952	14.3834832827348	14.7117948740744	15.0401064654141	14.4432722795701	11.7391975694061	9.03512285924215	6.33104814907817	3.62697343891419	6.99978878014352	11.2933180253786	15.5868472706137	19.8803765158488	20.6910075698174	20.7142694830074	20.7375313961974	20.7607933093874	20.7840552225774	20.8073171357674	20.8305790489574	20.8538409621474	20.8771028753374	20.9003647885274	20.9236267017174	20.9468886149074	20.9701505280974	20.9934124412874	21.0166743544774	18.4741906026321	21.0631981808574	21.0864600940474	21.1097220072374	21.1329839204273	21.1562458336173	21.1795077468073	21.2027696599973	21.2260315731873	21.2492934863773	21.2725553995673	21.2958173127573	20.6963037716061	18.5058015268568	16.3152992821074	14.1247970373581	11.9342947926088	9.74379254785943	7.55329030311009	7.23943301047457	8.11700339710727	8.99457378373997	9.87214417037267	10.7497145570054	11.6272849436381	11.5603497032483	6.79487755206213	8.57796724636913	11.7192808593314	14.8605944722936	16.8927072634343	17.770277650067	18.6478480366997	15.9054421113867	11.0818248188694	6.2582075263521	4.4289370920137	6.34648973377356	8.26404237553342	10.1815950172933	12.0991476590531	14.016700300813	15.9342529425729	17.8518055843327	19.7693582260926	15.7442415736871	14.4352596788485	13.6589631139235	12.8826665489984	12.1063699840734	11.3300734191484	10.5537768542234	9.77748028929835	9.00118372437333	8.2248871594483	7.44859059452328	6.67229402959826	4.66352465351376	4.94192993760825	5.22033522170274	5.49874050579723	5.77564898728906	6.05255746878089	6.32946595027272	6.60637443176455	8.80528545057394	9.67783404100422	10.5503826314345	11.4229312218648	12.2954798122951	13.1680284027254	14.0405769931556	14.9131255835859	15.7856741740162	16.6582227644465	17.5307713548768	18.403319945307	19.2758685357373	20.1484171261676	21.0209657165979	21.8935143070282	22.7660628974585	22.94466174016	22.9677985893005	22.9909354384411	23.0140722875817	27.1288058496099	28.0013544400401	28.8739030304704	29.7464516209007	30.619000211331	31.4915488017613	32.3640973921916	33.2366459826218	34.1091945730521	34.9817431634824	35.8542917539127	36.726840344343	37.5993889347733	38.4719375252035	39.3444861156338	40.2170347060641	41.0895832964944	41.9621318869247	42.8346804773549	46.4129295156631	51.8957174491944	53.9660985877846	52.5971682592639	51.1490235672308	51.0408520746883	50.9326805821457	46.0780119898807	38.9620070690296	38.8153417716431	38.6686764742566	32.4548543585744	30.4118206163002	28.5176992418802	20.0253485429839	11.4089051870498	10.7062230844634	5.09009421179366	2.24655206684151	2.21915739274801	2.19176271865451	2.16436804456101	2.1369733704675	2.109578696374	2.0821840222805	2.054789348187	2.0273946740935	2
Summaries	good He Apatite corr. age (Ma)	good He Zircon corr. age (Ma)	acc He Apatite corr. age (Ma)	acc He Zircon corr. age (Ma)
Mean	16.1223420333862	187.264225158691	15.0805021982057	173.034957017944
SD	2.10577702144643	22.8057367896593	4.17129209795656	47.2790602986411
Min	12.0909872055054	150.375183105469	7.608717918396	98.8130874633789
Max	20.2356357574463	233.568832397461	24.4211025238037	267.472198486328
Weighted mean path
Time (Ma)	280.042279816511	280.04005456301	280.03782930951	280.035604056009	280.033378802509	280.031153549008	280.028928295507	280.026703042007	280.024477788506	280.022252535006	280.020027281505	280.017802028005	280.015576774504	280.013351521003	280.011126267503	280.008901014002	280.006675760502	280.004450507001	280.002225253501	280	278.75	277.5	276.25	275	273.75	272.5	271.25	270	268.75	267.5	266.25	265	263.75	262.5	261.25	260	258.75	257.5	256.25	255	253.603603603604	252.207207207207	250.810810810811	249.414414414414	248.018018018018	246.621621621622	245.225225225225	243.828828828829	242.432432432432	241.036036036036	239.63963963964	238.243243243243	236.846846846847	235.45045045045	234.054054054054	232.657657657658	231.261261261261	229.864864864865	228.468468468468	227.072072072072	225.675675675676	224.279279279279	222.882882882883	221.486486486486	220.09009009009	218.693693693694	217.297297297297	215.900900900901	214.504504504504	213.108108108108	211.711711711712	210.315315315315	208.918918918919	207.522522522522	206.126126126126	204.72972972973	203.333333333333	201.936936936937	200.54054054054	199.144144144144	197.747747747748	196.351351351351	194.954954954955	193.558558558559	192.162162162162	190.765765765766	189.369369369369	187.972972972973	186.576576576577	185.18018018018	183.783783783784	182.387387387387	180.990990990991	179.594594594595	178.198198198198	176.801801801802	175.405405405405	174.009009009009	172.612612612613	171.216216216216	169.81981981982	168.423423423423	167.027027027027	165.630630630631	164.234234234234	162.837837837838	161.441441441441	160.045045045045	158.648648648649	157.252252252252	155.855855855856	154.459459459459	153.063063063063	151.666666666667	150.27027027027	148.873873873874	147.477477477477	146.081081081081	144.684684684685	143.288288288288	141.891891891892	140.495495495495	139.099099099099	137.702702702703	136.306306306306	134.90990990991	133.513513513513	132.117117117117	130.720720720721	129.324324324324	127.927927927928	126.531531531531	125.135135135135	123.738738738739	122.342342342342	120.945945945946	119.549549549549	118.153153153153	116.756756756757	115.36036036036	113.963963963964	112.567567567567	111.171171171171	109.774774774775	108.378378378378	106.981981981982	105.585585585585	104.189189189189	102.792792792793	101.396396396396	99.9999999999999	98.611111111111	97.2222222222221	95.8333333333332	94.4444444444443	93.0555555555554	91.6666666666665	90.2777777777777	88.8888888888888	87.4999999999999	86.111111111111	84.7222222222221	83.3333333333332	81.9444444444443	80.5555555555555	79.1666666666666	77.7777777777777	76.3888888888888	74.9999999999999	73.611111111111	72.2222222222221	70.8333333333333	69.4444444444444	68.0555555555555	66.6666666666666	65.2777777777777	63.8888888888888	62.4999999999999	61.1111111111111	59.7222222222222	58.3333333333333	56.9444444444444	55.5555555555555	54.1666666666666	52.7777777777777	51.3888888888889	50	48.6111111111111	47.2222222222222	45.8333333333333	44.4444444444444	43.0555555555555	41.6666666666667	40.2777777777778	38.8888888888889	37.5	36.1111111111111	34.7222222222222	33.3333333333333	31.9444444444445	30.5555555555556	29.1666666666667	27.7777777777778	26.3888888888889	25	23.6111111111111	22.2222222222222	20.8333333333333	19.4444444444444	18.0555555555556	16.6666666666667	15.2777777777778	13.8888888888889	12.5	11.1111111111111	9.72222222222222	8.33333333333333	6.94444444444444	5.55555555555556	4.16666666666667	2.77777777777778	1.38888888888889	0
Temp (C)	596.927185058594	596.667846679688	596.408447265625	596.149108886719	595.889709472656	595.63037109375	593.152038574219	592.952941894531	592.753845214844	592.5546875	592.355590820313	592.156433105469	591.957336425781	591.758239746094	591.55908203125	591.359985351563	591.160827636719	590.961730957031	590.762634277344	590.485961914063	465.940704345703	429.666198730469	420.926849365234	411.237091064453	384.433685302734	378.023712158203	371.798034667969	359.939422607422	342.752960205078	328.728240966797	327.327697753906	322.184478759766	321.335479736328	312.704681396484	297.327117919922	279.288726806641	271.993499755859	264.534973144531	258.045074462891	253.291137695313	249.190582275391	245.110305786133	241.133743286133	236.259613037109	233.692718505859	229.862670898438	227.296478271484	225.302322387695	223.293380737305	221.336059570313	219.48957824707	218.27180480957	216.948364257813	215.51579284668	214.060638427734	214.268203735352	212.942184448242	210.726211547852	208.950500488281	207.136917114258	205.469528198242	204.019470214844	202.513473510742	200.842666625977	199.37223815918	197.301315307617	195.178649902344	193.607864379883	191.3876953125	188.331130981445	185.355056762695	183.295349121094	181.815811157227	180.20524597168	178.43733215332	176.854736328125	175.318725585938	173.737808227539	172.115966796875	170.691009521484	169.529357910156	168.263214111328	164.798934936523	162.778945922852	161.019317626953	159.206298828125	157.687454223633	156.146194458008	154.590148925781	152.740081787109	151.047225952148	149.833786010742	148.662490844727	147.499038696289	146.415771484375	145.069305419922	143.733612060547	142.139038085938	140.97038269043	139.841979980469	138.78581237793	137.711563110352	136.596572875977	135.359024047852	134.31706237793	133.163024902344	131.907562255859	130.741333007813	129.619598388672	128.512298583984	127.318740844727	126.004005432129	124.768203735352	123.695465087891	122.801040649414	121.974464416504	121.204559326172	120.630249023438	120.52001953125	120.289588928223	119.724769592285	118.966079711914	117.85326385498	116.791610717773	116.168190002441	115.604545593262	115.156509399414	114.733413696289	114.293304443359	113.913131713867	113.522842407227	113.157691955566	112.795112609863	112.532119750977	112.231414794922	112.057075500488	111.942520141602	111.610801696777	111.327186584473	111.052192687988	110.780387878418	110.525344848633	110.184982299805	109.96704864502	109.649978637695	109.517364501953	109.36840057373	109.251777648926	109.102027893066	109.205780029297	109.349502563477	109.576248168945	109.721138000488	109.70777130127	109.720222473145	109.744163513184	109.987701416016	110.184371948242	110.28776550293	110.317092895508	110.237548828125	110.167282104492	110.113647460938	110.080596923828	110.109657287598	110.170776367188	110.242889404297	110.378227233887	110.393623352051	110.450393676758	110.760246276855	110.814018249512	110.875076293945	111.441535949707	111.834411621094	111.865211486816	111.853996276855	112.005989074707	112.258453369141	112.361190795898	112.229423522949	111.942581176758	111.529052734375	111.086433410645	110.556610107422	109.878860473633	109.206604003906	108.526153564453	107.777038574219	106.908317565918	106.077125549316	105.198631286621	104.321769714355	103.64574432373	102.352355957031	100.952766418457	99.6998291015625	98.5505981445313	97.21484375	95.3652420043945	93.2461013793945	90.8600387573242	87.9744873046875	85.2089691162109	82.1748199462891	78.6840133666992	75.1230163574219	71.3319931030273	67.1979751586914	63.0228996276855	58.3758506774902	53.5858306884766	48.8148727416992	44.2156753540039	39.7100296020508	35.1577301025391	30.5613651275635	25.8522357940674	21.0452175140381	16.3118267059326	11.620698928833	6.86568212509155	2
Individual paths
		He Apatite	He Zircon
	Stage	corr. age (Ma)	corr. age (Ma)
Fit	Comp. GOF	GOF	GOF	Data	Con1	C1Sub1	C1Sub2	C1Sub3	Con2	C2Sub1	C2Sub2	C2Sub3	Con3	C3Sub1	C3Sub2	C3Sub3	Con4	C4Sub1	C4Sub2	C4Sub3	Con5
Best		16.5509338378906	194.580627441406	Time (Ma)	274.441770942408	272.601246936976	271.59366861881	265.973923253979	262.7038868	261.920848193953	260.820014872405	235.284000285589	180.48758966	161.576629193934	76.9168495153801	61.8796681299225	40.05702699679	34.6320355413921	20.2893794985258	11.5256510600147	0
Best	0.986147287301719	0.888382331110129	0.943552287490055	Temperature (C)	597.00844789	534.848630631256	474.397628348601	395.736893809796	295.28174194	286.433480570198	282.774147037891	262.583439796764	83.5960044	87.4937414510567	92.7982735159517	115.919630606943	148.396974	109.078980504083	76.8909402540855	19.9378977059758	2
